,taxon_name,family
1044569,Neurotheca corymbosa,Gentianaceae
1044744,Pentas suswaensis,Rubiaceae
1044819,Alstonia legouixiae,Apocynaceae
1044838,Mitreola macrophylla,Loganiaceae
1044939,Rudgea involucrata,Rubiaceae
1044940,Rudgea panurensis,Rubiaceae
1044964,Gymnema mariae,Apocynaceae
1045010,Rudgea billietiae,Rubiaceae
1045037,Rudgea vincentina,Rubiaceae
1045045,Rudgea agresteophila,Rubiaceae
1045052,Comastoma disepalum,Gentianaceae
1045078,Alstonia deplanchei,Apocynaceae
1045079,Alstonia rupestris,Apocynaceae
1045086,Carajasia cangae,Rubiaceae
1045175,Atractogyne gabonii,Rubiaceae
1045185,Rudgea cryptantha,Rubiaceae
1045186,Rudgea lanceifolia,Rubiaceae
1045187,Rudgea longipes,Rubiaceae
1045190,Hyperacanthus ambovombensis,Rubiaceae
1045204,Gymnema decaisneanum,Apocynaceae
1045317,Rudgea longicollis,Rubiaceae
1045321,Rudgea spiciformis,Rubiaceae
1045446,Rothmannia capensis,Rubiaceae
1045447,Rothmannia ebamutensis,Rubiaceae
1045448,Rothmannia jollyana,Rubiaceae
1045449,Rudgea grandifructa,Rubiaceae
1045450,Rudgea raveniana,Rubiaceae
1045543,Exallage microcephala,Rubiaceae
1045544,Hintonia standleyana,Rubiaceae
1045546,Rudgea sanblasensis,Rubiaceae
1045565,Rudgea homeieri,Rubiaceae
1045601,Villaria fasciculiflora,Rubiaceae
1045603,Alstonia constricta,Apocynaceae
1045604,Alstonia pneumatophora,Apocynaceae
1045707,Aganosma siamensis,Apocynaceae
1045716,Rudgea bremekampiana,Rubiaceae
1045717,Rudgea cornigera,Rubiaceae
1045731,Gymnema latifolium,Apocynaceae
1045732,Gymnema lushaiense,Apocynaceae
1045800,Rudgea tambillensis,Rubiaceae
1045856,Alstonia balansae,Apocynaceae
1045863,Rudgea minutifolia,Rubiaceae
1045871,Mitreola yangchunensis,Loganiaceae
1045873,Rudgea leucocarpa,Rubiaceae
1045962,Rudgea cardonae,Rubiaceae
1045963,Rudgea longiflora,Rubiaceae
1045964,Rudgea mucronata,Rubiaceae
1045970,Hyperacanthus mandenensis,Rubiaceae
1045992,Mitreola bullata,Loganiaceae
1046113,Alstonia mairei,Apocynaceae
1046121,Rudgea pendula,Rubiaceae
1046237,Erithalis odorifera,Rubiaceae
1046242,Rudgea hospes,Rubiaceae
1046243,Tamridaea capsulifera,Rubiaceae
1046327,Villaria uniflora,Rubiaceae
1046472,Erithalis harrisii,Rubiaceae
1046474,Rudgea colombiana,Rubiaceae
1046475,Rudgea conocarpa,Rubiaceae
1046476,Rudgea hostmanniana,Rubiaceae
1046477,Rudgea irregularis,Rubiaceae
1046478,Rudgea laevis,Rubiaceae
1046479,Rudgea recurva,Rubiaceae
1046499,Gymnema glabrum,Apocynaceae
1046500,Gymnema rivulare,Apocynaceae
1046567,Rudgea sprucei,Rubiaceae
1046629,Alstonia sphaerocapitata,Apocynaceae
1046636,Rudgea spinigemma,Rubiaceae
1046745,Rudgea amplexicaulis,Rubiaceae
1046746,Rudgea angustissima,Rubiaceae
1046747,Rudgea hemisphaerica,Rubiaceae
1046748,Rudgea pachyphylla,Rubiaceae
1046764,Carapichea lucida,Rubiaceae
1046766,Gymnema pleiadenium,Apocynaceae
1046767,Cristobalia bella,Apocynaceae
1046846,Rogiera tabascensis,Rubiaceae
1046848,Calciphila gillettii,Apocynaceae
1046892,Alstonia congensis,Apocynaceae
1046893,Alstonia lanceolata,Apocynaceae
1046894,Alstonia venenata,Apocynaceae
1046907,Rudgea yasuniana,Rubiaceae
1046917,Rudgea barbosae,Rubiaceae
1047005,Carapichea guianensis,Rubiaceae
1047008,Rudgea obesiflora,Rubiaceae
1047018,Gymnema thorelii,Apocynaceae
1047089,Rudgea villiflora,Rubiaceae
1047132,Alstonia iwahigensis,Apocynaceae
1047139,Carapichea adinantha,Rubiaceae
1047236,Rudgea apodantha,Rubiaceae
1047252,Gymnema elegans,Apocynaceae
1047253,Gymnema longiretinaculatum,Apocynaceae
1047327,Phellocalyx vollesenii,Rubiaceae
1047390,Alstonia curtisii,Apocynaceae
1047505,Rudgea marcano-bertii,Rubiaceae
1047525,Gymnema hirtum,Apocynaceae
1047594,Rudgea vareschii,Rubiaceae
1047611,Rudgea infundibuliformis,Rubiaceae
1047652,Mitreola pedicellata,Loganiaceae
1047653,Mitreola petiolata,Loganiaceae
1047756,Rudgea discolor,Rubiaceae
1047757,Rudgea enervia,Rubiaceae
1047758,Rudgea mouririoides,Rubiaceae
1047776,Gymnema chalmersii,Apocynaceae
1047777,Gymnema macrothyrsa,Apocynaceae
1047784,Comastoma alashanicum,Gentianaceae
1048058,Alstonia breviloba,Apocynaceae
1048078,Appunia megalantha,Rubiaceae
1048164,Mitreola turgida,Loganiaceae
1048375,Schizocolea ochreata,Rubiaceae
1048395,Rudgea crassifolia,Rubiaceae
1048427,Gymnema cumingii,Apocynaceae
1048430,Gymnema javanicum,Apocynaceae
1048431,Gymnema pachyglossum,Apocynaceae
1048450,Mitreola liui,Loganiaceae
1048641,Gardneria lanceolata,Loganiaceae
1048715,Rudgea fascigera,Rubiaceae
1048732,Rudgea campanana,Rubiaceae
1048819,Rudgea mandevilliifolia,Rubiaceae
1048820,Rudgea poeppigii,Rubiaceae
1048887,Gardneria nutans,Loganiaceae
1048889,Appunia venezuelensis,Rubiaceae
1048901,Rudgea sandemanii,Rubiaceae
1048902,Rudgea triflora,Rubiaceae
1048947,Alstonia vietnamensis,Apocynaceae
1049053,Erithalis diffusa,Rubiaceae
1049056,Rothmannia libisa,Rubiaceae
1049057,Rudgea casarettoana,Rubiaceae
1049058,Rudgea mazanensis,Rubiaceae
1049059,Rudgea nobilis,Rubiaceae
1049060,Rudgea reticulata,Rubiaceae
1049074,Gymnema calycinum,Apocynaceae
1049075,Gymnema piperi,Apocynaceae
1049149,Rogiera amoena,Rubiaceae
1049198,Alstonia guanxiensis,Apocynaceae
1049217,Mitreola petiolatoides,Loganiaceae
1049218,Geniostemon rotundifolius,Gentianaceae
1049308,Aganosma breviloba,Apocynaceae
1049310,Erithalis quadrangularis,Rubiaceae
1049317,Rudgea erioloba,Rubiaceae
1049318,Rudgea interrupta,Rubiaceae
1049319,Rudgea marginata,Rubiaceae
1049320,Rudgea maypurensis,Rubiaceae
1049339,Gymnema dissitiflorum,Apocynaceae
1049340,Gymnema uncarioides,Apocynaceae
1049341,Nautonia nummularia,Apocynaceae
1049342,Rudgea axilliflora,Rubiaceae
1049411,Rudgea ruiz-teranii,Rubiaceae
1049423,Villaria marinduquensis,Rubiaceae
1049467,Alstonia angustifolia,Apocynaceae
1049468,Alstonia odontophora,Apocynaceae
1049469,Alstonia spectabilis,Apocynaceae
1049482,Carapichea verrucosa,Rubiaceae
1049508,Comastoma pseudopulmonarium,Gentianaceae
1049573,Aganosma wallichii,Apocynaceae
1049583,Rudgea insignis,Rubiaceae
1049584,Rudgea monofructus,Rubiaceae
1049663,Geniostemon coulteri,Gentianaceae
1049672,Rogiera gratissima,Rubiaceae
1049673,Rudgea sororia,Rubiaceae
1049674,Rudgea umbrosa,Rubiaceae
1049732,Alstonia lenormandii,Apocynaceae
1049828,Geniostemon gypsophilus,Gentianaceae
1049842,Rudgea costanensis,Rubiaceae
1049843,Rudgea nebulicola,Rubiaceae
1049940,Rudgea sanarensis,Rubiaceae
1049941,Rudgea tanaosepala,Rubiaceae
1049960,Rudgea zappiae,Rubiaceae
1050001,Rudgea crassipetiolata,Rubiaceae
1050016,Mitreola liuyanii,Loganiaceae
1050022,Mitreola spathulifolia,Loganiaceae
1050116,Gymnema acuminatum,Apocynaceae
1050117,Gymnema molle,Apocynaceae
1050118,Gymnema schlechterianum,Apocynaceae
1050157,Rudgea cardenasii,Rubiaceae
1050188,Appunia guatemalensis,Rubiaceae
1050207,Rudgea hileiabaiana,Rubiaceae
1050245,Alstonia boonei,Apocynaceae
1050252,Rudgea clerodendroides,Rubiaceae
1050258,Mitreola reticulata,Loganiaceae
1050351,Aganosma lacei,Apocynaceae
1050361,Rudgea bacciflora,Rubiaceae
1050362,Rudgea malpighiacea,Rubiaceae
1050363,Rudgea psychotriifolia,Rubiaceae
1050430,Gardneria angustifolia,Loganiaceae
1050438,Rudgea trifurcata,Rubiaceae
1050439,Rudgea wurdackii,Rubiaceae
1050497,Alstonia coriacea,Apocynaceae
1050498,Alstonia penangiana,Apocynaceae
1050592,Rudgea francavillana,Rubiaceae
1050593,Rudgea pittieri,Rubiaceae
1050615,Gymnema griffithii,Apocynaceae
1050616,Gymnema suborbiculare,Apocynaceae
1050617,Gymnema tricholepis,Apocynaceae
1050741,Alstonia rostrata,Apocynaceae
1050742,Alstonia rubiginosa,Apocynaceae
1050763,Mitreola pingtaoi,Loganiaceae
1050782,Rudgea sanluisensis,Rubiaceae
1050849,Erithalis angustifolia,Rubiaceae
1050855,Rudgea amazonica,Rubiaceae
1050856,Rudgea buntingii,Rubiaceae
1050857,Rudgea burchelliana,Rubiaceae
1050858,Rudgea ilheotica,Rubiaceae
1050859,Rudgea macrophylla,Rubiaceae
1050873,Gymnema lacei,Apocynaceae
1050963,Rudgea trujilloi,Rubiaceae
1051022,Alstonia boulindaensis,Apocynaceae
1051023,Alstonia quaternata,Apocynaceae
1051093,Rudgea tomentosa,Rubiaceae
1051100,Geniostemon schaffneri,Gentianaceae
1051129,Rudgea ayangannensis,Rubiaceae
1051148,Gymnema muelleri,Apocynaceae
1051204,Melanopsidium nigrum,Rubiaceae
1051211,Geniostemon atarjanus,Gentianaceae
1051232,Salzmannia arborea,Rubiaceae
1051386,Rudgea bracteata,Rubiaceae
1051387,Rudgea garciana,Rubiaceae
1051397,Gymnema albiflorum,Apocynaceae
1051398,Gymnema maingayi,Apocynaceae
1051471,Appunia triphylla,Rubiaceae
1051474,Hodgkinsonia ovatiflora,Rubiaceae
1051524,Alstonia neriifolia,Apocynaceae
1051526,Salzmannia nitida,Rubiaceae
1051531,Schistonema weberbaueri,Apocynaceae
1051532,Rudgea huashikatii,Rubiaceae
1051546,Rudgea chocoana,Rubiaceae
1051619,Alibertia claviflora,Rubiaceae
1051628,Rudgea lucentifolia,Rubiaceae
1051629,Rudgea magna,Rubiaceae
1051639,Gymnema trinerve,Apocynaceae
1051645,Mitreola lincangensis,Loganiaceae
1051704,Rudgea trianae,Rubiaceae
1051760,Alstonia lanceolifera,Apocynaceae
1051779,Rudgea itoupensis,Rubiaceae
1051863,Rudgea isthmensis,Rubiaceae
1051877,Gymnema hainanense,Apocynaceae
1051878,Gymnema rotundatum,Apocynaceae
1051879,Gymnema yunnanense,Apocynaceae
1052024,Alstonia beatricis,Apocynaceae
1052038,Rudgea graniticola,Rubiaceae
1052039,Rudgea jadinii,Rubiaceae
1052121,Aganosma petelotii,Apocynaceae
1052133,Rudgea cuatrecasasii,Rubiaceae
1052134,Rudgea karstenii,Rubiaceae
1052216,Gardneria multiflora,Loganiaceae
1052218,Appunia debilis,Rubiaceae
1052219,Appunia odontocalyx,Rubiaceae
1052232,Rudgea skutchii,Rubiaceae
1052233,Rudgea tayloriae,Rubiaceae
1052306,Mitreola purpureonervia,Loganiaceae
1052342,Villaria leytensis,Rubiaceae
1052387,Alibertia curviflora,Rubiaceae
1052390,Rothmannia longiflora,Rubiaceae
1052391,Rudgea blanchetiana,Rubiaceae
1052392,Rudgea corymbulosa,Rubiaceae
1052410,Gymnema geminatum,Apocynaceae
1052474,Rudgea sessiliflora,Rubiaceae
1052475,Rudgea subcordata,Rubiaceae
1052494,Rudgea retiniphylloides,Rubiaceae
1052530,Alstonia macrophylla,Apocynaceae
1052531,Alstonia vieillardii,Apocynaceae
1052548,Rudgea glomerulata,Rubiaceae
1052628,Alibertia sorbilis,Rubiaceae
1052632,Landiopsis capuronii,Rubiaceae
1052636,Rudgea brachyandra,Rubiaceae
1052637,Rudgea frondosa,Rubiaceae
1052638,Rudgea graciliflora,Rubiaceae
1052639,Rudgea kunthii,Rubiaceae
1052640,Rudgea phaneroneura,Rubiaceae
1052659,Gymnema foetidum,Apocynaceae
1052660,Gymnema littorale,Apocynaceae
1052695,Carapichea cardenasiana,Rubiaceae
1052719,Appunia seibertii,Rubiaceae
1052740,Rogiera oaxacensis,Rubiaceae
1052800,Rudgea approuaguensis,Rubiaceae
1052815,Comastoma jigzhiense,Gentianaceae
1052889,Erithalis salmeoides,Rubiaceae
1052891,Alibertia bertierifolia,Rubiaceae
1052898,Rudgea cordata,Rubiaceae
1052899,Rudgea erythrocarpa,Rubiaceae
1052904,Hyperacanthus grevei,Rubiaceae
1052916,Gymnema albidum,Apocynaceae
1052917,Gymnema macranthum,Apocynaceae
1052918,Gymnema recurvifolium,Apocynaceae
1052919,Rudgea quisquiliae,Rubiaceae
1052941,Rudgea elegans,Rubiaceae
1052982,Gardneria ovata,Loganiaceae
1053049,Rudgea reflexa,Rubiaceae
1053159,Aganosma gracilis,Apocynaceae
1053168,Rudgea loretensis,Rubiaceae
1053169,Rudgea myrsinifolia,Rubiaceae
1053170,Rudgea nivosa,Rubiaceae
1053182,Alibertia occidentalis,Rubiaceae
1053259,Rudgea inflata,Rubiaceae
1053299,Alstonia angustiloba,Apocynaceae
1053300,Alstonia parvifolia,Apocynaceae
1053301,Alstonia yunnanensis,Apocynaceae
1053418,Aganosma schlechteriana,Apocynaceae
1053421,Erithalis fruticosa,Rubiaceae
1053427,Rudgea goyazensis,Rubiaceae
1053428,Rudgea mcphersonii,Rubiaceae
1053429,Rudgea reducticalyx,Rubiaceae
1053443,Gymnema spirei,Apocynaceae
1053449,Mitreola crystallina,Loganiaceae
1053501,Rudgea vellerea,Rubiaceae
1053515,Rudgea suberosa,Rubiaceae
1053546,Alstonia spatulata,Apocynaceae
1053579,Calyptranthera pubipetala,Apocynaceae
1053666,Halenia crumiana,Gentianaceae
1053667,Halenia serpyllifolia,Gentianaceae
1053740,Leptomischus parviflorus,Rubiaceae
1053938,Halenia alleniana,Gentianaceae
1053939,Halenia aquilegiella,Gentianaceae
1053940,Halenia pusilla,Gentianaceae
1053996,Halenia perijana,Gentianaceae
1054011,Elaeagia auriculata,Rubiaceae
1054013,Mitragyna rubrostipulata,Rubiaceae
1054129,Helictosperma poissonianum,Rubiaceae
1054206,Halenia euryphylla,Gentianaceae
1054207,Halenia schultzei,Gentianaceae
1054208,Halenia subinvolucrata,Gentianaceae
1054267,Mitragyna hirsuta,Rubiaceae
1054408,Maclaudia felixii,Apocynaceae
1054466,Anthocleista microphylla,Gentianaceae
1054496,Faroa hutchinsonii,Gentianaceae
1054501,Halenia weddelliana,Gentianaceae
1054571,Leptomischus funingensis,Rubiaceae
1054664,Anthorrhiza bracteosa,Rubiaceae
1054665,Anthorrhiza chrysacantha,Rubiaceae
1054699,Calyptranthera brevicaudata,Apocynaceae
1054765,Faroa axillaris,Gentianaceae
1054843,Casasia ekmanii,Rubiaceae
1054844,Elaeagia arborea,Rubiaceae
1054845,Elaeagia microcarpa,Rubiaceae
1055061,Faroa graveolens,Gentianaceae
1055126,Elaeagia cuatrecasasii,Rubiaceae
1055337,Halenia gigantea,Gentianaceae
1055338,Halenia longicaulis,Gentianaceae
1055339,Halenia pulchella,Gentianaceae
1055340,Halenia rothrockii,Gentianaceae
1055388,Elaeagia barbata,Rubiaceae
1055389,Elaeagia multinervia,Rubiaceae
1055394,Mitragyna speciosa,Rubiaceae
1055445,Halenia robusta,Gentianaceae
1055519,Calyptranthera viridiflava,Apocynaceae
1055586,Faroa acuminata,Gentianaceae
1055587,Faroa malaissei,Gentianaceae
1055592,Halenia parallela,Gentianaceae
1055593,Halenia rusbyi,Gentianaceae
1055613,Cordylostigma virgatum,Rubiaceae
1055664,Leptomischus primuloides,Rubiaceae
1055792,Elaeagia coriacea,Rubiaceae
1055928,Pouchetia confertiflora,Rubiaceae
1056058,Calyptranthera schatziana,Apocynaceae
1056059,Stomatostemma pendulina,Apocynaceae
1056111,Prismatomeris filamentosa,Rubiaceae
1056132,Halenia gentianoides,Gentianaceae
1056133,Halenia spatulata,Gentianaceae
1056192,Elaeagia laxiflora,Rubiaceae
1056194,Pouchetia africana,Rubiaceae
1056399,Halenia alata,Gentianaceae
1056400,Halenia barbicaulis,Gentianaceae
1056401,Halenia herzogii,Gentianaceae
1056402,Halenia insignis,Gentianaceae
1056597,Calyptranthera punctulata,Apocynaceae
1056637,Anthocleista scandens,Gentianaceae
1056667,Halenia adpressa,Gentianaceae
1056775,Anthocleista potalioides,Gentianaceae
1056835,Anthorrhiza areolata,Rubiaceae
1056898,Tylodontia stipitata,Apocynaceae
1056900,Elaeagia pacisnascis,Rubiaceae
1057091,Yanomamua araca,Gentianaceae
1057129,Prismatomeris brachypus,Rubiaceae
1057130,Prismatomeris obtusifolia,Rubiaceae
1057237,Halenia stuebelii,Gentianaceae
1057238,Halenia valerianoides,Gentianaceae
1057239,Halenia venezuelensis,Gentianaceae
1057866,Halenia killipii,Gentianaceae
1057917,Faroa amara,Gentianaceae
1057920,Halenia inaequalis,Gentianaceae
1057980,Elaeagia glossostipula,Rubiaceae
1058088,Calyptranthera grandiflora,Apocynaceae
1058125,Anthocleista nobilis,Gentianaceae
1058136,Prismatomeris griffithii,Rubiaceae
1058225,Elaeagia maguirei,Rubiaceae
1058227,Leptomischus guangxiensis,Rubiaceae
1058381,Anthocleista inermis,Gentianaceae
1058395,Prismatomeris albidiflora,Rubiaceae
1058413,Halenia perrottetii,Gentianaceae
1058474,Casasia haitiensis,Rubiaceae
1058476,Elaeagia alterniramosa,Rubiaceae
1058477,Elaeagia pastoensis,Rubiaceae
1058501,Leptomischus anisophyllus,Rubiaceae
1058670,Halenia pringlei,Gentianaceae
1058729,Prismatomeris robusta,Rubiaceae
1058745,Casasia calophylla,Rubiaceae
1058746,Elaeagia asperula,Rubiaceae
1058877,Tylodontia cubensis,Apocynaceae
1058921,Anthocleista laxiflora,Gentianaceae
1058927,Gallienia sclerophylla,Rubiaceae
1058949,Halenia sphagnicola,Gentianaceae
1059210,Prismatomeris fragrans,Rubiaceae
1059211,Prismatomeris memecyloides,Rubiaceae
1059234,Faroa salutaris,Gentianaceae
1059235,Faroa schaijesiorum,Gentianaceae
1059237,Halenia major,Gentianaceae
1059238,Halenia schiedeana,Gentianaceae
1059239,Halenia weberbaueri,Gentianaceae
1059302,Elaeagia nitidifolia,Rubiaceae
1059305,Pouchetia baumanniana,Rubiaceae
1059419,Calyptranthera gautieri,Apocynaceae
1059422,Leptomischus hiepii,Rubiaceae
1059520,Faroa chalcophila,Gentianaceae
1059521,Faroa pusilla,Gentianaceae
1059523,Halenia rhyacophila,Gentianaceae
1059771,Anthocleista grandiflora,Gentianaceae
1059784,Prismatomeris sessiliflora,Rubiaceae
1059802,Halenia minima,Gentianaceae
1060053,Anthocleista amplexicaulis,Gentianaceae
1060077,Halenia bifida,Gentianaceae
1060078,Halenia elliptica,Gentianaceae
1060146,Casasia samuelssonii,Rubiaceae
1060148,Elaeagia karstenii,Rubiaceae
1060267,Calyptranthera filifera,Apocynaceae
1060269,Leptomischus flaviflorus,Rubiaceae
1060434,Elaeagia mariae,Rubiaceae
1060616,Prismatomeris javanica,Rubiaceae
1060640,Faroa affinis,Gentianaceae
1060642,Halenia taruga-gasso,Gentianaceae
1060643,Halenia vincetoxicoides,Gentianaceae
1060782,Halenia conzattii,Gentianaceae
1060807,Anthorrhiza camilla,Rubiaceae
1060895,Anthocleista djalonensis,Gentianaceae
1060896,Anthocleista liebrechtsiana,Gentianaceae
1060897,Anthocleista madagascariensis,Gentianaceae
1060898,Anthocleista schweinfurthii,Gentianaceae
1060925,Faroa minutiflora,Gentianaceae
1060927,Halenia hieronymi,Gentianaceae
1060928,Halenia kalbreyeri,Gentianaceae
1060979,Prismatomeris kinabaluensis,Rubiaceae
1060999,Pouchetia parviflora,Rubiaceae
1061153,Anthocleista procera,Gentianaceae
1061190,Faroa alata,Gentianaceae
1061192,Halenia elata,Gentianaceae
1061264,Casasia acunae,Rubiaceae
1061265,Casasia longipes,Rubiaceae
1061266,Elaeagia magniflora,Rubiaceae
1061441,Prismatomeris mollis,Rubiaceae
1061462,Faroa duvigneaudii,Gentianaceae
1061466,Halenia bella,Gentianaceae
1061467,Halenia corniculata,Gentianaceae
1061532,Elaeagia chiriquina,Rubiaceae
1061533,Elaeagia cubensis,Rubiaceae
1061534,Elaeagia ruizteranii,Rubiaceae
1061650,Calyptranthera rosea,Apocynaceae
1061698,Anthocleista vogelii,Gentianaceae
1061739,Halenia hintonii,Gentianaceae
1061740,Halenia mathewsii,Gentianaceae
1061741,Halenia palmeri,Gentianaceae
1061916,Anthorrhiza caerulea,Rubiaceae
1061917,Anthorrhiza recurvispina,Rubiaceae
1062021,Halenia silenoides,Gentianaceae
1062091,Leptomischus erianthus,Rubiaceae
1062207,Calyptranthera sulphurea,Apocynaceae
1062256,Anthocleista obanensis,Gentianaceae
1062296,Faroa richardsiae,Gentianaceae
1062298,Halenia phyteumoides,Gentianaceae
1062299,Halenia pinifolia,Gentianaceae
1062300,Halenia purdieana,Gentianaceae
1062370,Elaeagia ecuadorensis,Rubiaceae
1062471,Anthorrhiza stevensii,Rubiaceae
1062506,Calyptranthera villosa,Apocynaceae
1062581,Halenia caespitosa,Gentianaceae
1062639,Mitragyna ciliata,Rubiaceae
1062732,Anthorrhiza echinella,Rubiaceae
1062854,Faroa acaulis,Gentianaceae
1062855,Faroa corniculata,Gentianaceae
1062856,Faroa fanshawei,Gentianaceae
1062858,Halenia decumbens,Gentianaceae
1062866,Leptomischus multiflorus,Rubiaceae
1063010,Anthorrhiza mitis,Rubiaceae
1063044,Calyptranthera baronii,Apocynaceae
1063073,Halenia coreana,Gentianaceae
1063105,Stapelia kwebensis,Apocynaceae
1063106,Oxyanthus andjigae,Rubiaceae
1063128,Opercularia nubicola,Rubiaceae
1063170,Stapelia clavicorona,Apocynaceae
1063203,Gentianella nephostelium,Gentianaceae
1063210,Arcytophyllum aristatum,Rubiaceae
1063212,Oxyanthus mayumbensis,Rubiaceae
1063216,Wendlandia formosana,Rubiaceae
1063302,Stapelia rufa,Apocynaceae
1063342,Airosperma ramuensis,Rubiaceae
1063363,Stapelia cedrimontana,Apocynaceae
1063364,Stapelia gettliffei,Apocynaceae
1063366,Gentianella angustiflora,Gentianaceae
1063367,Gentianella fuscicaulis,Gentianaceae
1063390,Gentianella bussmannii,Gentianaceae
1063404,Carissa spinarum,Apocynaceae
1063406,Gleasonia cururuensis,Rubiaceae
1063409,Oxyanthus querimbensis,Rubiaceae
1063411,Wendlandia warburgii,Rubiaceae
1063525,Airosperma vanuense,Rubiaceae
1063530,Opercularia hispidula,Rubiaceae
1063545,Gentianella incurva,Gentianaceae
1063576,Stenostomum rotundatum,Rubiaceae
1063588,Wendlandia urceolata,Rubiaceae
1063661,Ladenbergia nubigena,Rubiaceae
1063681,Astephanus zeyheri,Apocynaceae
1063731,Sarcolobus retusus,Apocynaceae
1063732,Sarcolobus rubescens,Apocynaceae
1063733,Stapelia acuminata,Apocynaceae
1063736,Gentianella × austroamarella,Gentianaceae
1063737,Gentianella profusa,Gentianaceae
1063739,Gentianella uberula,Gentianaceae
1063772,Fosbergia alleizettii,Rubiaceae
1063775,Oxyanthus setosus,Rubiaceae
1063777,Wendlandia brachyantha,Rubiaceae
1063778,Wendlandia ferruginea,Rubiaceae
1063844,Ladenbergia brenesii,Rubiaceae
1063845,Ladenbergia obovata,Rubiaceae
1063846,Lelya osteocarpa,Rubiaceae
1063860,Caralluma furta,Apocynaceae
1063862,Pherotrichis schaffneri,Apocynaceae
1063863,Stapelia schinzii,Apocynaceae
1063873,Tournefortiopsis robusta,Rubiaceae
1063889,Callipeltis microstegia,Rubiaceae
1063917,Stapelia grandiflora,Apocynaceae
1063922,Gentianella liburnica,Gentianaceae
1063970,Oxyanthus dubius,Rubiaceae
1063971,Oxyanthus latifolius,Rubiaceae
1063972,Wendlandia arabica,Rubiaceae
1063973,Wendlandia budleioides,Rubiaceae
1063974,Wendlandia connata,Rubiaceae
1063975,Wendlandia gamblei,Rubiaceae
1063976,Wendlandia heyneana,Rubiaceae
1063977,Wendlandia pingpienensis,Rubiaceae
1064027,Gentianella tovariana,Gentianaceae
1064073,Ladenbergia stenocarpa,Rubiaceae
1064090,Caralluma longiflora,Apocynaceae
1064091,Stapelia rubiginosa,Apocynaceae
1064146,Stapelia concinna,Apocynaceae
1064189,Arcytophyllum vernicosum,Rubiaceae
1064192,Gleasonia macrocalyx,Rubiaceae
1064196,Wendlandia cambodiana,Rubiaceae
1064197,Wendlandia longipedicellata,Rubiaceae
1064234,Cyrtophyllum minutiflorum,Gentianaceae
1064268,Ladenbergia franciscana,Rubiaceae
1064270,Caralluma flavovirens,Apocynaceae
1064271,Stapelia similis,Apocynaceae
1064330,Gentianella oellgaardii,Gentianaceae
1064351,Tournefortiopsis tamboana,Rubiaceae
1064362,Wendlandia augustinei,Rubiaceae
1064375,Wendlandia litseifolia,Rubiaceae
1064376,Wendlandia sericea,Rubiaceae
1064377,Wendlandia villosa,Rubiaceae
1064418,Gentianella longisepala,Gentianaceae
1064426,Gentianella decumbens,Gentianaceae
1064476,Caralluma bhupinderiana,Apocynaceae
1064477,Caralluma moorei,Apocynaceae
1064483,Tournefortiopsis sopkinii,Rubiaceae
1064518,Opercularia hirsuta,Rubiaceae
1064535,Sarcolobus cambogensis,Apocynaceae
1064560,Gentianella bawbawensis,Gentianaceae
1064585,Oxyanthus barensis,Rubiaceae
1064587,Wendlandia ligustrina,Rubiaceae
1064588,Wendlandia salicifolia,Rubiaceae
1064664,Ladenbergia klugii,Rubiaceae
1064675,Caralluma baradii,Apocynaceae
1064676,Caralluma congestiflora,Apocynaceae
1064677,Caralluma dolichocarpa,Apocynaceae
1064678,Caralluma lamellosa,Apocynaceae
1064679,Caralluma priogonium,Apocynaceae
1064680,Stapelia surrecta,Apocynaceae
1064682,Oxyanthus lewisii,Rubiaceae
1064734,Stapelia arenosa,Apocynaceae
1064738,Gentianella angustifolia,Gentianaceae
1064739,Gentianella calycidon,Gentianaceae
1064740,Gentianella holosteoides,Gentianaceae
1064789,Gleasonia uaupensis,Rubiaceae
1064792,Oxyanthus ledermannii,Rubiaceae
1064793,Oxyanthus okuensis,Rubiaceae
1064795,Wendlandia fulva,Rubiaceae
1064796,Wendlandia ovata,Rubiaceae
1064797,Wendlandia wallichii,Rubiaceae
1064868,Ladenbergia laurifolia,Rubiaceae
1064869,Stenostomum radiatum,Rubiaceae
1064882,Caralluma fimbriata,Apocynaceae
1064924,Opercularia ovata,Rubiaceae
1064940,Sarcolobus porcatus,Apocynaceae
1064941,Stapelia glanduliflora,Apocynaceae
1064945,Gentianella fimbrilinguis,Gentianaceae
1064981,Carissa carandas,Apocynaceae
1064986,Gleasonia prancei,Rubiaceae
1064987,Oxyanthus gracilis,Rubiaceae
1064990,Wendlandia basistaminea,Rubiaceae
1064991,Wendlandia brevipaniculata,Rubiaceae
1072943,Coffea benghalensis,Rubiaceae
1072944,Coffea bertrandii,Rubiaceae
1072945,Coffea kimbozensis,Rubiaceae
1072947,Coffea perrieri,Rubiaceae
1072949,Coffea rakotonasoloi,Rubiaceae
1073106,Faramea cyathocalyx,Rubiaceae
1073107,Faramea includens,Rubiaceae
1073108,Faramea oblongifolia,Rubiaceae
1073109,Faramea oligantha,Rubiaceae
1073110,Faramea parvula,Rubiaceae
1073442,Parsonsia laxiflora,Apocynaceae
1073444,Parsonsia leichhardtii,Apocynaceae
1074809,Anisotoma cordifolia,Apocynaceae
1080203,Anodendron pauciflorum,Apocynaceae
1080515,Machaonia williamsii,Rubiaceae
1080599,Platycarpum orinocense,Rubiaceae
1081869,Faramea reyneliana,Rubiaceae
